302,0.3008,,,,,,,501
303,0.2228,,,,,,, 350.000     9.245691e+11     1.026208e+12
304,0.2203,,,,,,, 350.600    -2.113322e+12    -4.138308e+11
305,0.218,,,,,,, 351.200    -2.606980e+12    -4.230506e+11
306,0.2187,,,,,,, 351.800    -1.470656e+12     3.937612e+11
307,0.2191,,,,,,, 352.400     2.402905e+11     6.931075e+11
308,0.2117,,,,,,, 353.000    -1.087975e+12    -6.222455e+10
309,0.2759,,,,,,, 353.600    -3.669592e+12     5.273488e+10
310,0.2907,,,,,,, 354.200     4.296595e+11     2.586368e+11
311,0.2919,,,,,,, 354.800     1.016722e+12    -4.970089e+10
312,0.2913,,,,,,, 355.400     2.629219e+12    -8.416628e+10
313,0.2914,,,,,,, 356.000     2.750585e+12    -4.983039e+10
314,0.2914,,,,,,, 356.600    -3.826701e+11    -1.121840e+11
315,0.2914,,,,,,, 357.200    -5.427089e+12    -9.103981e+11
316,0.2914,,,,,,, 357.800    -3.965716e+12    -1.360283e+12
317,0.2914,,,,,,, 358.400    -3.996767e+11    -9.507119e+11
318,0.2914,,,,,,, 359.000     1.610863e+12    -2.116502e+11
319,0.2914,,,,,,, 359.600     4.357704e+12    -6.363847e+11
320,0.2914,,,,,,, 360.200     2.354201e+12    -5.804754e+11
321,0.2914,,,,,,, 360.800    -6.027019e+11    -5.552665e+11
322,0.2914,,,,,,, 361.400     2.915072e+11    -2.216972e+11
323,0.2914,,,,,,, 362.000     1.540868e+11     1.814965e+10
324,0.2914,,,,,,, 362.600    -5.682156e+11    -1.876183e+11
325,0.2914,,,,,,, 363.200     2.468190e+11    -1.938898e+11
326,0.2914,,,,,,, 363.800    -3.280120e+11     2.252653e+11
327,0.2914,,,,,,, 364.400     2.497492e+08     2.430144e+11
328,0.2914,,,,,,, 365.000    -4.233651e+11     8.107559e+10
329,0.2914,,,,,,, 365.600    -3.284343e+11     9.282023e+10
330,0.2914,,,,,,, 366.200    -5.341978e+11     1.332856e+11
331,0.2914,,,,,,, 366.800    -7.026494e+11     6.784049e+10
332,0.2914,,,,,,, 367.400    -1.535050e+12    -4.707229e+10
333,0.2914,,,,,,, 368.000    -2.060859e+12     4.128825e+10
334,0.2914,,,,,,, 368.600    -2.068118e+12     2.928609e+11
335,0.2914,,,,,,, 369.200    -1.203666e+12     9.414861e+08
336,0.2914,,,,,,, 369.800    -6.952060e+11    -1.664814e+11
337,0.2914,,,,,,, 370.400    -5.375652e+11    -5.075821e+09
338,0.2914,,,,,,, 371.000    -7.122702e+11     4.118449e+10
339,0.2914,,,,,,, 371.600     6.389155e+10     1.428099e+11
340,0.2914,,,,,,, 372.200    -3.018627e+11     3.439251e+11
341,0.2914,,,,,,, 372.800    -5.943267e+10     2.401614e+11
342,0.2914,,,,,,, 373.400    -1.277244e+12     1.995983e+11
343,0.2914,,,,,,, 374.000    -1.236850e+12    -3.082146e+11
344,0.2914,,,,,,, 374.600     9.811958e+11    -1.099910e+11
345,0.2914,,,,,,, 375.200     1.590828e+12    -1.289261e+11
346,0.2914,,,,,,, 375.800     1.919801e+12     1.611305e+11
347,0.2913,,,,,,, 376.400     6.644760e+11     2.072979e+11
348,0.2915,,,,,,, 377.000    -9.589709e+11     8.859139e+10
349,0.2913,,,,,,, 377.600    -7.765869e+11     9.586347e+10
350,0.2868,,,,,,, 378.200    -8.175658e+11     1.423498e+11
351,0.3363,,,,,,, 378.800    -7.541106e+11    -1.700068e+11
352,0.3656,,,,,,, 379.400     2.817103e+11    -4.251045e+11
353,0.3647,,,,,,, 380.000     3.372181e+11    -3.615829e+11
354,0.3641,,,,,,, 380.600     2.994219e+11    -2.914469e+11
355,0.3642,,,,,,, 381.200     1.293893e+12    -2.909365e+11
356,0.3642,,,,,,, 381.800     6.695828e+11    -2.015335e+11
357,0.3642,,,,,,, 382.400    -1.530874e+12    -2.071020e+11
358,0.3642,,,,,,, 383.000    -6.650692e+11    -4.623215e+10
359,0.3642,,,,,,, 383.600    -5.477040e+11     6.402065e+10
360,0.3642,,,,,,, 384.200     1.128276e+12     1.476713e+11
361,0.3641,,,,,,, 384.800     1.722361e+12    -5.724485e+10
362,0.3643,,,,,,, 385.400     1.618290e+12    -5.624947e+10
363,0.3665,,,,,,, 386.000     2.959546e+12     4.545837e+10
364,0.3486,,,,,,, 386.600     1.047576e+12    -1.771784e+11
365,0.4969,,,,,,, 387.200    -8.984178e+11    -8.411320e+10
366,0.5075,,,,,,, 387.800    -8.054854e+11     4.057479e+10
367,0.5026,,,,,,, 388.400    -1.653883e+12    -2.129182e+10
368,0.5741,,,,,,,
369,0.5937,,,,,,,
370,0.7329,,,,,,,
371,0.8305,,,,,,,
372,0.9489,,,,,,,
373,1.148,,,,,,,
374,1.283,,,,,,,
375,1.447,,,,,,,
376,1.634,,,,,,,
377,1.871,,,,,,,
378,2.09,,,,,,,
379,2.368,,,,,,,
380,2.651,,,,,,,
381,2.937,,,,,,,
382,3.222,,,,,,,
383,3.528,,,,,,,
384,3.925,,,,,,,
385,4.224,,,,,,,
386,4.607,,,,,,,
387,4.985,,,,,,,
388,5.366,,,,,,,
389,5.743,,,,,,,
390,6.166,,,,,,,
391,6.583,,,,,,,
392,6.961,,,,,,,
393,7.341,,,,,,,
394,7.721,,,,,,,
395,8.101,,,,,,,
396,8.502,,,,,,,
397,8.992,,,,,,,
398,9.389,,,,,,,
399,9.77,,,,,,,
400,10.15,,,,,,,
401,10.53,,,,,,,
402,10.99,,,,,,,
403,11.4,,,,,,,
404,11.82,,,,,,,
405,12.21,,,,,,,
406,12.65,,,,,,,
407,13.09,,,,,,,
408,13.48,,,,,,,
409,13.89,,,,,,,
410,14.32,,,,,,,
411,14.77,,,,,,,
412,15.15,,,,,,,
413,15.57,,,,,,,
414,16.05,,,,,,,
415,16.44,,,,,,,
416,16.86,,,,,,,
417,17.27,,,,,,,
418,17.73,,,,,,,
419,18.14,,,,,,,
420,18.56,,,,,,,
421,19.01,,,,,,,
422,19.41,,,,,,,
423,19.85,,,,,,,
424,20.3,,,,,,,
425,20.68,,,,,,,
426,21.1,,,,,,,
427,21.51,,,,,,,
428,21.98,,,,,,,
429,22.34,,,,,,,
430,22.79,,,,,,,
431,23.19,,,,,,,
432,23.65,,,,,,,
433,24.01,,,,,,,
434,24.4,,,,,,,
435,24.82,,,,,,,
436,25.32,,,,,,,
437,25.68,,,,,,,
438,26.07,,,,,,,
439,26.45,,,,,,,
440,26.82,,,,,,,
441,27.28,,,,,,,
442,27.66,,,,,,,
443,28.04,,,,,,,
444,28.42,,,,,,,
445,28.88,,,,,,,
446,29.25,,,,,,,
447,29.64,,,,,,,
448,30.02,,,,,,,
449,30.4,,,,,,,
450,30.78,,,,,,,
451,31.17,,,,,,,
452,31.58,,,,,,,
453,31.92,,,,,,,
454,32.22,,,,,,,
455,32.61,,,,,,,
456,32.99,,,,,,,
457,33.37,,,,,,,
458,33.75,,,,,,,
459,34.13,,,,,,,
460,34.51,,,,,,,
461,34.89,,,,,,,
462,35.27,,,,,,,
463,35.65,,,,,,,
464,36.03,,,,,,,
465,36.41,,,,,,,
466,36.79,,,,,,,
467,37.17,,,,,,,
468,37.55,,,,,,,
469,37.93,,,,,,,
470,38.31,,,,,,,
471,38.7,,,,,,,
472,39.03,,,,,,,
473,39.38,,,,,,,
474,39.68,,,,,,,
475,40.07,,,,,,,
476,40.45,,,,,,,
477,40.82,,,,,,,
478,41.13,,,,,,,
479,41.53,,,,,,,
480,41.83,,,,,,,
481,42.22,,,,,,,
482,42.54,,,,,,,
483,42.9,,,,,,,
484,43.28,,,,,,,
485,43.57,,,,,,,
486,43.89,,,,,,,
487,44.28,,,,,,,
488,44.58,,,,,,,
489,44.88,,,,,,,
490,45.26,,,,,,,
491,45.54,,,,,,,
492,45.89,,,,,,,
493,46.19,,,,,,,
494,46.47,,,,,,,
495,46.81,,,,,,,
496,47.12,,,,,,,
497,47.43,,,,,,,
498,47.72,,,,,,,
499,48.04,,,,,,,
500,48.26,,,,,,,
501,48.59,,,,,,,
502,48.83,,,,,,,
503,49.12,,,,,,,
504,49.4,,,,,,,
505,49.69,,,,,,,
506,49.97,,,,,,,
507,50.23,,,,,,,
508,50.52,,,,,,,
509,50.76,,,,,,,
510,51.05,,,,,,,
511,51.29,,,,,,,
512,51.53,,,,,,,
513,51.81,,,,,,,
514,52.03,,,,,,,
515,52.27,,,,,,,
516,52.46,,,,,,,
517,52.68,,,,,,,
518,52.75,,,,,,,
519,52.95,,,,,,,
520,53.06,,,,,,,
521,53.28,,,,,,,
522,53.32,,,,,,,
523,53.49,,,,,,,
524,53.56,,,,,,,
525,53.74,,,,,,,
526,53.77,,,,,,,
527,53.91,,,,,,,
528,53.95,,,,,,,
529,54.05,,,,,,,
530,54.15,,,,,,,
531,54.25,,,,,,,
532,54.27,,,,,,,
533,54.36,,,,,,,
534,54.45,,,,,,,
535,54.55,,,,,,,
536,54.55,,,,,,,
537,54.63,,,,,,,
538,54.71,,,,,,,
539,54.71,,,,,,,
540,54.81,,,,,,,
541,54.86,,,,,,,
542,54.85,,,,,,,
543,54.95,,,,,,,
544,55,,,,,,,
545,55,,,,,,,
546,55.03,,,,,,,
547,55.16,,,,,,,
548,55.14,,,,,,,
549,55.14,,,,,,,
550,55.21,,,,,,,
551,55.29,,,,,,,
552,55.29,,,,,,,
553,55.29,,,,,,,
554,55.27,,,,,,,
555,55.43,,,,,,,
556,55.43,,,,,,,
557,55.43,,,,,,,
558,55.43,,,,,,,
559,55.43,,,,,,,
560,55.42,,,,,,,
561,55.56,,,,,,,
562,55.58,,,,,,,
563,55.58,,,,,,,
564,55.58,,,,,,,
565,55.58,,,,,,,
566,55.63,,,,,,,
567,55.73,,,,,,,
568,55.72,,,,,,,
569,55.72,,,,,,,
570,55.72,,,,,,,
571,55.72,,,,,,,
572,55.72,,,,,,,
573,55.72,,,,,,,
574,55.72,,,,,,,
575,55.72,,,,,,,
576,55.64,,,,,,,
577,55.65,,,,,,,
578,55.65,,,,,,,
579,55.57,,,,,,,
580,55.58,,,,,,,
581,55.58,,,,,,,
582,55.58,,,,,,,
583,55.58,,,,,,,
584,55.58,,,,,,,
585,55.58,,,,,,,
586,55.58,,,,,,,
587,55.58,,,,,,,
588,55.58,,,,,,,
589,55.58,,,,,,,
590,55.58,,,,,,,
591,55.58,,,,,,,
592,55.58,,,,,,,
593,55.58,,,,,,,
594,55.58,,,,,,,
595,55.58,,,,,,,
596,55.59,,,,,,,
597,55.45,,,,,,,
598,55.44,,,,,,,
599,55.43,,,,,,,
600,55.43,,,,,,,
601,55.43,,,,,,,
602,55.43,,,,,,,
603,55.45,,,,,,,
604,55.29,,,,,,,
605,55.29,,,,,,,
606,55.29,,,,,,,
607,55.29,,,,,,,
608,55.29,,,,,,,
609,55.21,,,,,,,
610,55.14,,,,,,,
611,55.14,,,,,,,
612,55.16,,,,,,,
613,55.03,,,,,,,
614,55,,,,,,,
615,55.01,,,,,,,
616,54.9,,,,,,,
617,54.85,,,,,,,
618,54.84,,,,,,,
619,54.73,,,,,,,
620,54.64,,,,,,,
621,54.54,,,,,,,
622,54.49,,,,,,,
623,54.43,,,,,,,
624,54.33,,,,,,,
625,54.24,,,,,,,
626,54.14,,,,,,,
627,54.05,,,,,,,
628,53.95,,,,,,,
629,53.86,,,,,,,
630,53.76,,,,,,,
631,53.67,,,,,,,
632,53.57,,,,,,,
633,53.48,,,,,,,
634,53.38,,,,,,,
635,53.29,,,,,,,
636,53.19,,,,,,,
637,53.1,,,,,,,
638,53,,,,,,,
639,52.92,,,,,,,
640,52.74,,,,,,,
641,52.7,,,,,,,
642,52.59,,,,,,,
643,52.46,,,,,,,
644,52.36,,,,,,,
645,52.21,,,,,,,
646,52.16,,,,,,,
647,52,,,,,,,
648,51.97,,,,,,,
649,51.74,,,,,,,
650,51.71,,,,,,,
651,51.56,,,,,,,
652,51.49,,,,,,,
653,51.28,,,,,,,
654,51.25,,,,,,,
655,51.08,,,,,,,
656,51,,,,,,,
657,50.82,,,,,,,
658,50.75,,,,,,,
659,50.57,,,,,,,
660,50.55,,,,,,,
661,50.34,,,,,,,
662,50.2,,,,,,,
663,50.11,,,,,,,
664,49.94,,,,,,,
665,49.86,,,,,,,
666,49.68,,,,,,,
667,49.57,,,,,,,
668,49.42,,,,,,,
669,49.26,,,,,,,
670,49.15,,,,,,,
671,48.99,,,,,,,
672,48.83,,,,,,,
673,48.72,,,,,,,
674,48.52,,,,,,,
675,48.39,,,,,,,
676,48.22,,,,,,,
677,48.11,,,,,,,
678,47.91,,,,,,,
679,47.72,,,,,,,
680,47.56,,,,,,,
681,47.5,,,,,,,
682,47.3,,,,,,,
683,47.11,,,,,,,
684,46.92,,,,,,,
685,46.73,,,,,,,
686,46.54,,,,,,,
687,46.35,,,,,,,
688,46.16,,,,,,,
689,45.97,,,,,,,
690,45.86,,,,,,,
691,45.66,,,,,,,
692,45.41,,,,,,,
693,45.13,,,,,,,
694,44.94,,,,,,,
695,44.75,,,,,,,
696,44.56,,,,,,,
697,44.26,,,,,,,
698,44.03,,,,,,,
699,43.85,,,,,,,
700,43.66,,,,,,,
701,43.46,,,,,,,
702,43.28,,,,,,,
703,42.99,,,,,,,
704,42.74,,,,,,,
705,42.56,,,,,,,
706,42.37,,,,,,,
707,42.18,,,,,,,
708,41.99,,,,,,,
709,41.8,,,,,,,
710,41.61,,,,,,,
711,41.41,,,,,,,
712,41.23,,,,,,,
713,40.96,,,,,,,
714,40.77,,,,,,,
715,40.58,,,,,,,
716,40.39,,,,,,,
717,40.2,,,,,,,
718,40.01,,,,,,,
719,39.82,,,,,,,
720,39.63,,,,,,,
721,39.44,,,,,,,
722,39.25,,,,,,,
723,38.98,,,,,,,
724,38.8,,,,,,,
725,38.61,,,,,,,
726,38.42,,,,,,,
727,38.23,,,,,,,
728,38.04,,,,,,,
729,37.85,,,,,,,
730,37.66,,,,,,,
731,37.47,,,,,,,
732,37.28,,,,,,,
733,37.09,,,,,,,
734,36.9,,,,,,,
735,36.71,,,,,,,
736,36.52,,,,,,,
737,36.32,,,,,,,
738,36.13,,,,,,,
739,35.94,,,,,,,
740,35.75,,,,,,,
741,35.56,,,,,,,
742,35.37,,,,,,,
743,35.18,,,,,,,
744,34.99,,,,,,,
745,34.8,,,,,,,
746,34.61,,,,,,,
747,34.42,,,,,,,
748,34.23,,,,,,,
749,34.04,,,,,,,
750,33.85,,,,,,,
751,33.66,,,,,,,
752,33.47,,,,,,,
753,33.28,,,,,,,
754,33.09,,,,,,,
755,32.9,,,,,,,
756,32.71,,,,,,,
757,32.52,,,,,,,
758,32.33,,,,,,,
759,32.14,,,,,,,
760,31.95,,,,,,,
761,31.76,,,,,,,
762,31.57,,,,,,,
763,31.38,,,,,,,
764,31.19,,,,,,,
765,31,,,,,,,
766,30.81,,,,,,,
767,30.62,,,,,,,
768,30.43,,,,,,,
769,30.24,,,,,,,
770,30.05,,,,,,,
771,29.78,,,,,,,
772,29.6,,,,,,,
773,29.4,,,,,,,
774,29.21,,,,,,,
775,29.03,,,,,,,
776,28.79,,,,,,,
777,28.57,,,,,,,
778,28.38,,,,,,,
779,28.19,,,,,,,
780,28,,,,,,,
781,27.81,,,,,,,
782,27.62,,,,,,,
783,27.44,,,,,,,
784,27.16,,,,,,,
785,26.95,,,,,,,
786,26.71,,,,,,,
787,26.52,,,,,,,
788,26.33,,,,,,,
789,26.14,,,,,,,
790,25.95,,,,,,,
791,25.67,,,,,,,
792,25.42,,,,,,,
793,25.23,,,,,,,
794,25.04,,,,,,,
795,24.85,,,,,,,
796,24.66,,,,,,,
797,24.47,,,,,,,
798,24.18,,,,,,,
799,23.94,,,,,,,
800,23.76,,,,,,,
801,23.57,,,,,,,
802,23.38,,,,,,,
803,23.19,,,,,,,
804,23,,,,,,,
805,22.81,,,,,,,
806,22.56,,,,,,,
807,22.28,,,,,,,
808,22.09,,,,,,,
809,21.9,,,,,,,
810,21.71,,,,,,,
811,21.52,,,,,,,
812,21.33,,,,,,,
813,21.14,,,,,,,
814,20.87,,,,,,,
815,20.68,,,,,,,
816,20.5,,,,,,,
817,20.23,,,,,,,
818,20.04,,,,,,,
819,19.85,,,,,,,
820,19.66,,,,,,,
821,19.47,,,,,,,
822,19.28,,,,,,,
823,19.09,,,,,,,
824,18.9,,,,,,,
825,18.71,,,,,,,
826,18.52,,,,,,,
827,18.25,,,,,,,
828,18.07,,,,,,,
829,17.88,,,,,,,
830,17.69,,,,,,,
831,17.49,,,,,,,
832,17.31,,,,,,,
833,17.12,,,,,,,
834,17.01,,,,,,,
835,16.8,,,,,,,
836,16.69,,,,,,,
837,16.5,,,,,,,
838,16.31,,,,,,,
839,16.12,,,,,,,
840,15.93,,,,,,,
841,15.73,,,,,,,
842,15.6,,,,,,,
843,15.51,,,,,,,
844,15.31,,,,,,,
845,15.12,,,,,,,
846,15.01,,,,,,,
847,14.83,,,,,,,
848,14.71,,,,,,,
849,14.5,,,,,,,
850,14.39,,,,,,,
851,14.24,,,,,,,
852,14.08,,,,,,,
853,13.97,,,,,,,
854,13.8,,,,,,,
855,13.72,,,,,,,
856,13.54,,,,,,,
857,13.37,,,,,,,
858,13.29,,,,,,,
859,13.11,,,,,,,
860,13.09,,,,,,,
861,12.86,,,,,,,
862,12.82,,,,,,,
863,12.64,,,,,,,
864,12.53,,,,,,,
865,12.42,,,,,,,
866,12.23,,,,,,,
867,12.14,,,,,,,
868,11.98,,,,,,,
869,11.87,,,,,,,
870,11.75,,,,,,,
871,11.6,,,,,,,
872,11.51,,,,,,,
873,11.32,,,,,,,
874,11.22,,,,,,,
875,11.1,,,,,,,
876,10.92,,,,,,,
877,10.87,,,,,,,
878,10.65,,,,,,,
879,10.63,,,,,,,
880,10.41,,,,,,,
881,10.35,,,,,,,
882,10.2,,,,,,,
883,10.05,,,,,,,
884,9.968,,,,,,,
885,9.837,,,,,,,
886,9.724,,,,,,,
887,9.614,,,,,,,
888,9.5,,,,,,,
889,9.32,,,,,,,
890,9.267,,,,,,,
891,9.115,,,,,,,
892,9.022,,,,,,,
893,8.881,,,,,,,
894,8.802,,,,,,,
895,8.596,,,,,,,
896,8.558,,,,,,,
897,8.451,,,,,,,
898,8.318,,,,,,,
899,8.219,,,,,,,
900,8.117,,,,,,,
901,8.034,,,,,,,
902,7.863,,,,,,,
903,7.806,,,,,,,
904,7.725,,,,,,,
905,7.57,,,,,,,
906,7.48,,,,,,,
907,7.382,,,,,,,
908,7.287,,,,,,,
909,7.192,,,,,,,
910,7.097,,,,,,,
911,7.002,,,,,,,
912,6.907,,,,,,,
913,6.809,,,,,,,
914,6.725,,,,,,,
915,6.551,,,,,,,
916,6.507,,,,,,,
917,6.355,,,,,,,
918,6.264,,,,,,,
919,6.22,,,,,,,
920,6.124,,,,,,,
921,5.978,,,,,,,
922,5.944,,,,,,,
923,5.828,,,,,,,
924,5.698,,,,,,,
925,5.677,,,,,,,
926,5.572,,,,,,,
927,5.48,,,,,,,
928,5.384,,,,,,,
929,5.291,,,,,,,
930,5.184,,,,,,,
931,5.172,,,,,,,
932,5.014,,,,,,,
933,4.99,,,,,,,
934,4.886,,,,,,,
935,4.787,,,,,,,
936,4.745,,,,,,,
937,4.608,,,,,,,
938,4.586,,,,,,,
939,4.48,,,,,,,
940,4.392,,,,,,,
941,4.297,,,,,,,
942,4.249,,,,,,,
943,4.147,,,,,,,
944,4.082,,,,,,,
945,4.01,,,,,,,
946,3.921,,,,,,,
947,3.855,,,,,,,
948,3.835,,,,,,,
949,3.706,,,,,,,
950,3.662,,,,,,,
951,3.57,,,,,,,
952,3.512,,,,,,,
953,3.411,,,,,,,
954,3.42,,,,,,,
955,3.26,,,,,,,
956,3.297,,,,,,,
957,3.137,,,,,,,
958,3.124,,,,,,,
959,3.01,,,,,,,
960,2.986,,,,,,,
961,2.991,,,,,,,
962,2.917,,,,,,,
963,2.834,,,,,,,
964,2.84,,,,,,,
965,2.853,,,,,,,
966,2.734,,,,,,,
967,2.695,,,,,,,
968,2.691,,,,,,,
969,2.711,,,,,,,
970,2.557,,,,,,,
971,2.554,,,,,,,
972,2.544,,,,,,,
973,2.56,,,,,,,
974,2.393,,,,,,,
975,2.408,,,,,,,
976,2.402,,,,,,,
977,2.401,,,,,,,
978,2.298,,,,,,,
979,2.254,,,,,,,
980,2.258,,,,,,,
981,2.267,,,,,,,
982,2.169,,,,,,,
983,2.11,,,,,,,
984,2.112,,,,,,,
985,2.111,,,,,,,
986,2.117,,,,,,,
987,2.028,,,,,,,
988,1.961,,,,,,,
989,1.969,,,,,,,
990,1.968,,,,,,,
991,1.919,,,,,,,
992,1.81,,,,,,,
993,1.821,,,,,,,
994,1.822,,,,,,,
995,1.817,,,,,,,
996,1.83,,,,,,,
997,1.663,,,,,,,
998,1.679,,,,,,,
999,1.676,,,,,,,
1000,1.678,,,,,,,
1001,1.618,,,,,,,
1002,1.521,,,,,,,
1003,1.53,,,,,,,
1004,1.531,,,,,,,
1005,1.525,,,,,,,
1006,1.535,,,,,,,
1007,1.37,,,,,,,
1008,1.388,,,,,,,
1009,1.384,,,,,,,
1010,1.383,,,,,,,
1011,1.398,,,,,,,
1012,1.266,,,,,,,
1013,1.24,,,,,,,
1014,1.237,,,,,,,
1015,1.238,,,,,,,
1016,1.238,,,,,,,
1017,1.248,,,,,,,
1018,1.147,,,,,,,
1019,1.09,,,,,,,
1020,1.092,,,,,,,
1021,1.093,,,,,,,
1022,1.091,,,,,,,
1023,1.087,,,,,,,
1024,0.9806,,,,,,,
1025,0.9441,,,,,,,
1026,0.9468,,,,,,,
1027,0.9471,,,,,,,
1028,0.9466,,,,,,,
1029,0.9471,,,,,,,
1030,0.9557,,,,,,,
1031,0.8597,,,,,,,
1032,0.7981,,,,,,,
1033,0.8004,,,,,,,
1034,0.8016,,,,,,,
1035,0.8011,,,,,,,
1036,0.8009,,,,,,,
1037,0.806,,,,,,,
1038,0.7534,,,,,,,
1039,0.6546,,,,,,,
1040,0.6571,,,,,,,
1041,0.6553,,,,,,,
1042,0.6556,,,,,,,
1043,0.6555,,,,,,,
1044,0.656,,,,,,,
1045,0.6546,,,,,,,
1046,0.6481,,,,,,,
1047,0.5407,,,,,,,
1048,0.5075,,,,,,,
1049,0.5097,,,,,,,
1050,0.51,,,,,,,
1051,0.5099,,,,,,,
1052,0.5099,,,,,,,
1053,0.5102,,,,,,,
1054,0.5084,,,,,,,
1055,0.5121,,,,,,,
1056,0.416,,,,,,,
1057,0.3591,,,,,,,
1058,0.3647,,,,,,,
1059,0.3643,,,,,,,
1060,0.3642,,,,,,,
1061,0.3642,,,,,,,
1062,0.3642,,,,,,,
1063,0.3642,,,,,,,
1064,0.3642,,,,,,,
1065,0.3642,,,,,,,
1066,0.3645,,,,,,,
1067,0.3621,,,,,,,
1068,0.368,,,,,,,
1069,0.2849,,,,,,,
1070,0.2933,,,,,,,
1071,0.2912,,,,,,,
1072,0.2913,,,,,,,
1073,0.2914,,,,,,,
1074,0.2914,,,,,,,
1075,0.2914,,,,,,,
1076,0.2914,,,,,,,
1077,0.2914,,,,,,,
1078,0.2914,,,,,,,
1079,0.2914,,,,,,,
1080,0.2912,,,,,,,
1081,0.2917,,,,,,,
1082,0.2941,,,,,,,
1083,0.2559,,,,,,,
1084,0.2154,,,,,,,
1085,0.2182,,,,,,,
1086,0.2187,,,,,,,
1087,0.2185,,,,,,,
1088,0.2185,,,,,,,
1089,0.2185,,,,,,,
1090,0.2185,,,,,,,
1091,0.2185,,,,,,,
1092,0.2185,,,,,,,
1093,0.2185,,,,,,,
1094,0.2185,,,,,,,
1095,0.2185,,,,,,,
1096,0.2185,,,,,,,
1097,0.2185,,,,,,,
1098,0.2185,,,,,,,
1099,0.2185,,,,,,,
1100,0.2185,,,,,,,
